N,Bit_length
1268771206145175299492684899681878877410684841,150
1403762530472620237905076428332939916844331359,150
918882917500502786903408324526441238854631741,150
1044411862674117053622929515451672202864979129,150
1199592981228806239321120961178599459097610483,150
912632394066698132144971044037258218777602291,150
1033085278351720441874660444922199074374033881,150
1039667922595230805682141254323399644574814367,150
1076261801716221769627743498540654753005411033,150
868981675879730421007669707059890716656754209,150
1198940008513470371886998720870433706529677289,150
1001065868810988745766471076060380006588792189,150
1018523197675518130041140861676478171959383813,150
999406335763551690568793874408994581594369181,150
1386649915270975663546803936212330370020386207,150
1252835724482748605844023934169349660374906087,150
1420753685420564064872708676390123998125705549,150
1076920912535396901213842625717381087368331181,150
1124397583306701037985991208303905429810161357,150
1130353955473240791783568532060655958732460941,150
2363319035074246419340419055739401443130238059,151
2471201957583473321167345886570639941825218311,151
2315715608364087921901708175621836301416617007,151
2763171157217537386323259861099914830334818519,151
1758775630326182635026447808028302358291781499,151
2188378164211148987192836592303698338909975503,151
1829627983140478483810934234803641664206450619,151
1569735030968914361557174823910579735657956107,151
2843239852874861508784440371081621911410347591,151
2624675574003230296718034974584383454961661761,151
1746328694271824837631752461766830788699201941,151
2456234120258232727729365675070691784694223131,151
2689914182894566195371701173819301836708498979,151
2472879649799491864465871187917726124213054643,151
2641928437820330089399895839369416426912654047,151
2217024583566038902931835040749210710155293863,151
2795955547593262531562466415054318143278579719,151
2754384674264655946791346511962590129499967297,151
1922698035563121141756137662031262831101446511,151
2578633082003778088940013102956628479805360761,151
3650146379785934850995660671580553841765454981,152
4447694107941335768274189003948589146948883409,152
5304044781028480773455459789567804501864780699,152
5225791236691602749703859113684043992716841463,152
5425403301002418901669361546561888615280596761,152
5202335230032226630491022567996748864390119873,152
4003774395708740189647636396775460720094087057,152
5276249290787396224699127825641594167433771223,152
4381176969443188923764265381058182084891594073,152
5541991812747053012003965966406093820220699999,152
5648300508047326241541247933495397085050508533,152
4837654055687374110886315087296888936559582543,152
3169527753809835033737422227494034075208154897,152
4751384359859390003700613749548751936187354063,152
5115713692797196694227360148049458957592665221,152
5377906651632174967507002058972880963848446937,152
4794192939950703723191510856383251915586655239,152
4098436965705153817981088577951066512799793241,152
4397317578261604652631366972202456990923173239,152
5641409895201969238429625932613600677431973529,152
7688734886215973313958737522072259896979469359,153
9965367899123149749669237053467022764500819709,153
8648715940089396413954292296253489279668879831,153
9992486217185404533285574560152593379868586411,153
8752395201001776336645971436266201719253038903,153
10307828778112676279744687232183733883997747787,153
8927473020776419491333060829150295244420281503,153
7853849523366438727173539795218496833560636149,153
8674604146514496475964987674111780570888473743,153
8982522494550749295857332138146435777716539013,153
7465338556163117004724110416934405812498881597,153
9002256784614521734062834292945636253381789701,153
9730043924092499024899737640031060516457357727,153
7772785559916630760629013439531712505833223283,153
6331403492532550906969515225158616949065412553,153
9499729964075602707801866275682306216169333647,153
10623137933847890583214243354934109612727566337,153
8298489176359263229418112630907164868713161869,153
10423403876173039960502215978962041272294895987,153
11331438524408402513759859710883003140234689001,153
20144352470088160067192230120293841747066127093,154
13741129409913179912586613425642421907057677927,154
22555697926472858658256090868373281917048139777,154
21622466558921334027105350728738281221011715713,154
22717282832414613486487854671615889194348202509,154
15553662272752172389304818266535674850670048197,154
16287234057599780494928529944429983938735953333,154
20227306669577710217883266196429106847542507013,154
18361999857484992568400964915559137162309312233,154
17615067981495998635949724796624661825505231481,154
16965780184675510815549338206501125311473383031,154
17145713058305669983102778787612006911670513347,154
20285317985568063024579677341972941193428143231,154
19892574816341431255761561129070142233703448899,154
14482484907695104154754286426816369245597742123,154
21308599822779449843544699903616188167691769657,154
19652552707990061015357354059734076466348869901,154
15836062588559999481222001755306755400249974411,154
17640605793899812190237760431948486244893089589,154
