N,Bit_length
975420564853344541222777,80
849326632780163073762581,80
895087250851797907617473,80
1038368908718940278779501,80
936482381115121831170007,80
1008241265419381842636577,80
777617582409880316359837,80
1043862050307910214659601,80
1052135456093962610966117,80
727813267021034402274047,80
1105762780822294333786051,80
1113355571860641385120567,80
1160236455138850054851139,80
1196335456908986415131081,80
1114256962275831383597363,80
811038121939421528519867,80
1133020041474586801040293,80
846000278539247599506149,80
1139406355214049919532383,80
1072392656977942635883927,80
2384151720180272036100737,81
2067323845824610253157853,81
2319309790077986704999081,81
1422929151623014953085547,81
2059564924818502424005723,81
2107101560802033167200529,81
2136163134687761277377501,81
1992597181255563482788267,81
2347196357519599993388717,81
1750261071948598387092617,81
2389824971117592314012141,81
1592539224601083661630109,81
2137721436455102810082943,81
1676312183485833669056681,81
2412502047846447999115189,81
2311819883611002984513979,81
1772490772296334294420093,81
2047985876184113217699911,81
2246902529377722483564707,81
1541146113609894935044579,81
3984431498506060545303961,82
4831914082453573867920767,82
4320019488715493165211047,82
4553136789926306811907681,82
4104242299055645242735823,82
3688594185236967635923433,82
4005893098690393486833757,82
3992640252688723741888709,82
3031361317258891076423521,82
2967402741537574493744189,82
4614784288438418241721997,82
3565785957816111040214681,82
3327819773558624049819901,82
3247144026626961539621069,82
4064205113416101233214101,82
4745720066791880785876303,82
4592098003786439707198949,82
3536282782006426602083077,82
2642969410983719782052303,82
2896741935202561476104017,82
9618894556133146379175341,83
8810560766555978200281053,83
8983459069388116762385689,83
9346879218048042744769547,83
6172467834417729825053239,83
9307957761055441201852877,83
7199646353031784682140183,83
7658685298742982793314523,83
6681153717073409745020567,83
8842266329055516685403527,83
8012461011655367153958697,83
7149538318106777083550603,83
8425977279282744046898863,83
5380090755279207134745437,83
9018733327910794421387617,83
8688840976125131548389743,83
8058140073679468314958987,83
6737744993126755912019893,83
9404370050892204893808647,83
5808357535938840929261947,83
11573217667833974995656679,84
16891649176832731171889591,84
19320342954808490120050757,84
15601808215121035754092199,84
18419475235875375420664051,84
18799249658932849084693283,84
14167221849618520405258631,84
15114603784176611215996151,84
18029316613901280367081411,84
18845721840114855942992429,84
17386947401295546247872113,84
10158813644089125702676159,84
17270300814051529192418159,84
18813510756809065225750337,84
12796199056134776631178891,84
12234720060764284072636057,84
14484229558006826447899733,84
16288883387837059955922961,84
17800712312350121052963539,84
16615226510478123070868869,84
31603310306246537508473071,85
35035488779725781156248123,85
22701815613691807844674091,85
37281695403588091641410347,85
31730002004800144219986089,85
30839293303284327214473383,85
32295344931144169626415999,85
23898741139708446488645911,85
38089022678207244246172529,85
38175449420747051877818467,85
35938465105938926900787389,85
35039961051450042706173079,85
29371444763419657764835147,85
37639937929548980905157149,85
25451514346436703851265077,85
37396161914186291410114709,85
37417569540639800355863213,85
28675983608380818671582923,85
24367215831511016259242719,85
28849230043123664230494257,85
70653522608441881250684431,86
67220140799165463955620067,86
53359755258098517597974131,86
61193434818917272054246123,86
63739963202833362608212547,86
61809674122662024111091327,86
68698417345642688263325581,86
77250029054252983386586279,86
70754905965494728530825373,86
70551402864951205460672317,86
41410565565079409020657891,86
57133822038317211185997343,86
56769013246032111833950343,86
74544179562179835345455567,86
75560366408497540628922683,86
52981869042970154697036799,86
59118818947236159498510677,86
75494490319961878928437583,86
57492260353171970675635157,86
63825511902136166985088439,86
139589429370863267480530667,87
109176018272340868280740709,87
97303305764302244878281319,87
118968309980347832044054633,87
128159918372039883321785407,87
91769968214977621691270327,87
134928795788528420624311427,87
144673092939505001432213207,87
140289258630823520393960111,87
136118887510849190047673509,87
89523640878434093004783311,87
112434103955229297954333353,87
121696103648892031237054133,87
123628886263837878604060409,87
136172133130209244146883271,87
110020008125254253560558601,87
107650238340498700239805637,87
124868336029320963526277401,87
107349339552066189777689983,87
114487543161652596574645417,87
274202219316345216635840627,88
297748133217390698189598697,88
286726801445711852992995281,88
239722707861240979840931041,88
231194832283279392087918467,88
204313317220567480449531941,88
287633163606075571153753291,88
292229842230400811839354321,88
255125432546369056725835429,88
