N,Bit_length
675058959456175013662962354202673140969,129
483799627460059771189111052332490321441,129
451027692283680673288774762202326439219,129
566026269720109063130939956880300914339,129
481536957950388116036012809552819110551,129
630562786100405423140374396566002631971,129
610586677994674717356068276509062577123,129
656206045511536581891701918958089783357,129
464842044651290640301706288203330746437,129
402785183657916158869345565348426362049,129
677487924213679612034573055373449664487,129
511327624409108446291863649039445158159,129
363249154309011535419787659461607534577,129
579552942623227667028864638174615251087,129
561794942064970557931840731997033599833,129
658333824987564899241638362773970235863,129
422285664249563861846441778856893059453,129
627394498499448570197626134410563042703,129
520826280069304106515649142531173383589,129
571201926598180821907008099575907358897,129
608673345738991428870713117797277354797,129
509586323403043540178990699314543637869,129
507864688221821573621653923506594195611,129
569830495412121697266663041356354662391,129
598789502559025159494033841390946850247,129
555614778656317371193914905664965905171,129
369581360759426693888515323660767954551,129
612383797613459736134134081865500065427,129
375455972304619873306812624319255246447,129
463846364094342208478788977366738831199,129
1117972396083148295529854961431900299189,130
1281195383308680313694269058332061936567,130
1278015631125540401820426678149899080583,130
919681993631128680003073977488120722391,130
910284688741407912269078718274263247901,130
784990527587378441542106251921888218337,130
1048102715781831063026921075405259474851,130
1241131426672887486136779630397474727879,130
990556340063499029872013045627634420233,130
976429366027931674800520951506519717701,130
923540023949126201693976985894926718649,130
1298945976132354570500615872977350618483,130
980971000264063086476045382525440266769,130
999028235524711372935133096847146016663,130
1155624420858121871626435148901489750961,130
896163941250887101612755813490412198461,130
915800284250166383259249210449371387063,130
1290390905308134433943487015959041563343,130
1340077261082210426563823850027312128977,130
923541268625579538541773888026278346129,130
882901930439970482601516766413110540041,130
1299887604590703885189236143469962490807,130
914271619494552783383314645733372277191,130
1059591579953906524131856271463181551829,130
1294814684023463284516471849277459007307,130
793486910193326008710029526614582619809,130
1311733126633227476544628222026996519617,130
904427200894472389005898761632498614337,130
1108118649311137172551630582873366169029,130
999953957755698691590252832708029887473,130
1995631836502451002674966102581711907427,131
2474722092395657044231255478588245722623,131
1624126288778039308935906901706616348553,131
2486540407912442485461758745573140398289,131
2133989653211429961189874874338487639863,131
1894351032883003338742405752039301300021,131
2697830878454950397167822440441850633973,131
2107349038301745466557023222936103558419,131
2681254036033105552738279173553764619597,131
2036423420464299017931129694927685747179,131
2583958029849646941650804003854289585993,131
2425285398502066121874632516303110977193,131
2327409118598157097520682367719927276839,131
1916111948502915111838775079335315348719,131
2634473684205896564607208323380944737809,131
2462855486062021638599592913835940048793,131
1726641924921277591166870348017439661077,131
1522883154357289651656092436187021085051,131
1475508244596173392293959070115242863707,131
2215507394223498674254508418312461993653,131
1755425462884412533274926913743433779189,131
2379067758870010811418214136980030904273,131
2303698194111960143793752474090329894667,131
2522621926989848307706246000046843664989,131
2715970302376450745999423381386513517623,131
2438855430429873160540838987392463959661,131
2196892040338629827184085081110917480989,131
2651107358616241425779109232014498332929,131
2554360452182659554631634374783061227969,131
2461850347214992084332671860013598937981,131
3500166684318601504227227086218778749901,132
5285401566549041268569843035339509003661,132
4656669996178968128097163098846805579703,132
5273164059374397251939223062924611137799,132
4252895556182088204845527092075191940317,132
4371703826396993631439773967887480356789,132
5055303800307628388666622084231503423447,132
4296989034425215241048736167381109146789,132
4510060355015527355726710583772171006847,132
5331035507075963703101826021002024841283,132
4957494066605303386782623959937516482681,132
4926299812645262849286114121356926162693,132
4142837471826737703735961194004596288653,132
3906940413525177692544046762167808926853,132
3109378894749180971419190760662073454267,132
5187290542065329837982713923701027970933,132
5086973878781292998961407152985595746749,132
4482713593421989178831145117857207800183,132
5229405740444643445329911734583422482821,132
5176820433878059051384118155924796573411,132
4100185951505861260932563442610222562681,132
5124380169094288403149775441043465204907,132
3959475946699519096709443152206850175849,132
4316610573767485205716796100569553353633,132
3301009555022629566107030607061419591751,132
4340731881854706813231911706203960506271,132
4209291784838781471865998770366291776633,132
4177865500335778089360149074344326536703,132
5193341320692588234207007882817307235649,132
3673946925387344914751556572900842792007,132
8845941729042735815866445407476242174779,133
10534977194849818549577193615615891491269,133
9356430602024775932728603679668183976519,133
10565417760887096641740203295444653961019,133
8715176855337787870938481177590271419599,133
10095104651407820723457437528936921412853,133
10623048193836248745009001539505593477299,133
9851644428332221287673070345547718692823,133
10700060273275567356543567464051046759107,133
9470027936912149134766464233497720867691,133
9567157852573261316623047580696184267591,133
7402008539637410235003794334522196252217,133
9797784720191213904066567739672263418007,133
6552204426161861238585360456715154622619,133
7015359631965625946765862328058563461139,133
7228193748069131445228456635867999193389,133
7945574504441882571271844845287916043129,133
10002684571289568980853839806344119608361,133
10465676168061619464522379537145809224857,133
9074676356485778485552798128591894731651,133
10304470543808775694112191316679628516913,133
8772040647381052125580509185629453983421,133
10863093089544765635040817845154900399621,133
7525842211743603048548517417132901743131,133
10745148654518534148497243649665860807607,133
10061360927824169294348071661243411811373,133
6568752528178270703966275802387878547809,133
6168126459979811379553537650730567980779,133
9645678558879788574015469216122091494851,133
10162951586508445078677959454098120276719,133
19030624821748991928826390800057323986517,134
16714512960176809526912274589774246594519,134
18945266832153896128483104210279349474943,134
21359022805931612148847451914808550423211,134
14849845438776439043710541766007224610001,134
18660007789097910082937322947998528023859,134
17896567133055528706130387519503446515479,134
17538817881404523988474053279859736716993,134
15464727524486056855676655738532034192119,134
21703690157063046692086578086007965024503,134
13328302310403731227495700779464111719497,134
18746673688878956666773462268823359150357,134
12155531682362869321720647415442087144599,134
17371195258845395129502065785744843343711,134
19218298632290071907820612139846471490321,134
16523602261815010219518312354169223257051,134
15061975670585251145642445199628140600007,134
21349277719670940688442911241615107025023,134
13193273401787442234013746260091171852707,134
19130085573457359084225751562612531565733,134
19315990972701349094430705206638407252079,134
16346128446428702794674971735434569285197,134
17044418145997386519762672357520255899769,134
17865543295735503482330466451539165575089,134
20191665202720129691681328322805288407553,134
21404533489635998408924439933845462139079,134
14900249657842748273950750247996668090973,134
17907922779812545648997715307866636470627,134
14829340540670631929603356001993925747521,134
16923640082891111669752889247922044030857,134
24790585243200156459840195360846182230289,135
32201684465378963951729091201590434107413,135
27824539281178832950661181413439414052301,135
29376786510462890470484661859998363705619,135
37790752566616850180356120929292440625387,135
41675874584846625240533215457578904516857,135
39286369002009224603335367839090267936363,135
26010304695769287032987437564133710945241,135
30464298950233622534706020133088390069069,135
40466554025588149594942588312765955589971,135
32988092533598619943076152995245523741041,135
35682285195724051611368185521941704912819,135
39893972355884423109652464703841385198377,135
38398767502327691304011450805550916027527,135
33005045825132924148837834729523866468509,135
29838069855203558917668809888961487219939,135
41205010548028688617917814878445327931839,135
28402071310170970463265965864120267929937,135
27053290876016840126674720184364349529729,135
37021937099813223669096913455681068841911,135
31965960027089972336984808014467285454189,135
35208053316964663245214085745295380251147,135
42096303030964648542785146382850923025509,135
34755784344274113389335609601304282950227,135
